fecha,clausura
20/03/2020 00:00,6210.14
19/03/2020 00:00,6181.18
18/03/2020 00:00,5406.92
17/03/2020 00:00,5324.99
16/03/2020 00:00,5033.42
15/03/2020 00:00,5343.64
14/03/2020 00:00,5169.37
13/03/2020 00:00,5622.74
12/03/2020 00:00,4841.67
11/03/2020 00:00,7934.57
10/03/2020 00:00,7885.92
09/03/2020 00:00,7936.25
08/03/2020 00:00,8033.7
07/03/2020 00:00,8893.93
06/03/2020 00:00,9153.79
05/03/2020 00:00,9066.65
04/03/2020 00:00,8753.28
03/03/2020 00:00,8755.45
02/03/2020 00:00,8917.34
01/03/2020 00:00,8528.95
29/02/2020 00:00,8527.74
28/02/2020 00:00,8703.84
27/02/2020 00:00,8816.5
26/02/2020 00:00,8779.36
25/02/2020 00:00,9305.4
24/02/2020 00:00,9652.58
23/02/2020 00:00,9965.21
22/02/2020 00:00,9668.13
21/02/2020 00:00,9696.13
20/02/2020 00:00,9612.76
19/02/2020 00:00,9595.72
18/02/2020 00:00,10185.17
17/02/2020 00:00,9697.15
16/02/2020 00:00,9912.89
15/02/2020 00:00,9899.78
14/02/2020 00:00,10364.04
13/02/2020 00:00,10228.67
12/02/2020 00:00,10348.78
11/02/2020 00:00,10268.98
10/02/2020 00:00,9850.01
09/02/2020 00:00,10173.97
08/02/2020 00:00,9902
07/02/2020 00:00,9803.42
06/02/2020 00:00,9754.63
05/02/2020 00:00,9618.42
04/02/2020 00:00,9159.37
03/02/2020 00:00,9288.09
02/02/2020 00:00,9329.39
01/02/2020 00:00,9377.17
31/01/2020 00:00,9327.85
30/01/2020 00:00,9500
29/01/2020 00:00,9289.18
28/01/2020 00:00,9400
27/01/2020 00:00,8894.54
26/01/2020 00:00,8590.48
25/01/2020 00:00,8329.5
24/01/2020 00:00,8422.13
23/01/2020 00:00,8378.44
22/01/2020 00:00,8655.93
21/01/2020 00:00,8717.89
20/01/2020 00:00,8625.17
19/01/2020 00:00,8696.6
18/01/2020 00:00,8908.53
17/01/2020 00:00,8892.63
16/01/2020 00:00,8710.15
15/01/2020 00:00,8809.17
14/01/2020 00:00,8813.04
13/01/2020 00:00,8105.01
12/01/2020 00:00,8180.76
11/01/2020 00:00,8016.22
10/01/2020 00:00,8200
09/01/2020 00:00,7806.78
08/01/2020 00:00,8044.44
07/01/2020 00:00,8159.01
06/01/2020 00:00,7762.74
05/01/2020 00:00,7356.7
04/01/2020 00:00,7344.48
03/01/2020 00:00,7338.91
02/01/2020 00:00,6950.56
01/01/2020 00:00,7178.68
31/12/2019 00:00,7168.36
30/12/2019 00:00,7220.24
29/12/2019 00:00,7385.54
28/12/2019 00:00,7296.24
27/12/2019 00:00,7246
26/12/2019 00:00,7188.3
25/12/2019 00:00,7195.79
24/12/2019 00:00,7251.52
23/12/2019 00:00,7316.17
22/12/2019 00:00,7509.7
21/12/2019 00:00,7147.4
20/12/2019 00:00,7194.11
19/12/2019 00:00,7149.57
18/12/2019 00:00,7286.91
17/12/2019 00:00,6612.3
16/12/2019 00:00,6882.19
15/12/2019 00:00,7115.08
14/12/2019 00:00,7059.03
13/12/2019 00:00,7257.47
12/12/2019 00:00,7188.42
11/12/2019 00:00,7207.42
10/12/2019 00:00,7216.07
09/12/2019 00:00,7340.52
08/12/2019 00:00,7524.26
07/12/2019 00:00,7502.65
06/12/2019 00:00,7541.79
05/12/2019 00:00,7390.42
04/12/2019 00:00,7197.78
03/12/2019 00:00,7300.43
02/12/2019 00:00,7309.64
01/12/2019 00:00,7412.66
30/11/2019 00:00,7550.67
29/11/2019 00:00,7753.69
28/11/2019 00:00,7436.72
27/11/2019 00:00,7527.84
26/11/2019 00:00,7159.22
25/11/2019 00:00,7122.14
24/11/2019 00:00,6908.36
23/11/2019 00:00,7320.39
22/11/2019 00:00,7285.85
21/11/2019 00:00,7611.51
20/11/2019 00:00,8088.44
19/11/2019 00:00,8121.63
18/11/2019 00:00,8170.65
17/11/2019 00:00,8499.31
16/11/2019 00:00,8484.63
15/11/2019 00:00,8463.49
14/11/2019 00:00,8636.9
13/11/2019 00:00,8755.24
12/11/2019 00:00,8813.91
11/11/2019 00:00,8720.36
10/11/2019 00:00,9024.49
09/11/2019 00:00,8812.21
08/11/2019 00:00,8767.37
07/11/2019 00:00,9199.36
06/11/2019 00:00,9344.78
05/11/2019 00:00,9320.14
04/11/2019 00:00,9410.76
03/11/2019 00:00,9207
02/11/2019 00:00,9304.75
01/11/2019 00:00,9250.45
31/10/2019 00:00,9150.07
30/10/2019 00:00,9159.94
29/10/2019 00:00,9426.94
28/10/2019 00:00,9216.44
27/10/2019 00:00,9557.08
26/10/2019 00:00,9252.75
25/10/2019 00:00,8662.66
24/10/2019 00:00,7435
23/10/2019 00:00,7470.77
22/10/2019 00:00,8025.9
21/10/2019 00:00,8213.65
20/10/2019 00:00,8235.74
19/10/2019 00:00,7960.49
18/10/2019 00:00,7955.08
17/10/2019 00:00,8073.32
16/10/2019 00:00,7995.89
15/10/2019 00:00,8155.13
14/10/2019 00:00,8362.99
13/10/2019 00:00,8282.96
12/10/2019 00:00,8303.43
11/10/2019 00:00,8265.55
